id;cargill;cargillshare;c1;cshare1;c2;cshare2;c3;cshare3;c4;cshare4;c5;cshare5;
8312;CARGILL;0;;;;;;;;;;
8313;CARGILL;0;;;;;;;;;;
8314;CARGILL;0;;;;;;;;;;
8315;CARGILL;0;;;;;;;;;;
8316;CARGILL;0;;;;;;;;;;
8317;CARGILL;0;;;;;;;;;;
8318;CARGILL;0;;;;;;;;;;
8319;CARGILL;0;;;;;;;;;;
8320;CARGILL;0;OUTROS;100;;;;;;;;
8321;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8322;CARGILL;100;INGREDION;0;;;;;;;;
8323;CARGILL;0;INGREDION;100;;;;;;;;
8324;CARGILL;40;INGREDION;60;;;;;;;;
8325;CARGILL;0;;;;;;;;;;
8326;CARGILL;100;INGREDION;0;;;;;;;;
8327;CARGILL;0;INGREDION;100;;;;;;;;
8328;CARGILL;0;;;;;;;;;;
8329;CARGILL;0;;;;;;;;;;
8330;CARGILL;0;;;;;;;;;;
8331;CARGILL;0;;;;;;;;;;
8332;CARGILL;0;;;;;;;;;;
8333;CARGILL;0;;;;;;;;;;
8334;CARGILL;0;;;;;;;;;;
8336;CARGILL;0;;;;;;;;;;
8337;CARGILL;0;;;;;;;;;;
8338;CARGILL;0;;;;;;;;;;
8341;CARGILL;0;INGREDION;100;;;;;;;;
8344;CARGILL;84;INGREDION;16;;;;;;;;
8345;CARGILL;0;;;;;;;;;;
8346;CARGILL;0;;;;;;;;;;
8347;CARGILL;0;;;;;;;;;;
8348;CARGILL;0;;;;;;;;;;
8349;CARGILL;0;;;;;;;;;;
8350;CARGILL;0;;;;;;;;;;
8351;CARGILL;0;;;;;;;;;;
8352;CARGILL;0;;;;;;;;;;
8353;CARGILL;60;INGREDION;40;;;;;;;;
8354;CARGILL;0;;;;;;;;;;
8355;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8356;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8357;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8358;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8359;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8360;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8361;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8362;CARGILL;100;BARRY CALLEBAUT;0;OLAM;0;;;;;;
8363;CARGILL;100;BARRY CALLEBAUT;0;OLAM;0;;;;;;
8364;CARGILL;100;BARRY CALLEBAUT;0;;;;;;;;
8365;CARGILL;0;;;;;;;;;;
8366;CARGILL;100;INGREDION;0;;;;;;;;
8367;CARGILL;0;;;;;;;;;;
8368;CARGILL;100;INGREDION;0;;;;;;;;
8369;CARGILL;0;INGREDION;100;;;;;;;;
8370;CARGILL;0;;;;;;;;;;
8371;CARGILL;50;INGREDION;50;;;;;;;;
8372;CARGILL;0;INGREDION;100;;;;;;;;
8375;CARGILL;0;INGREDION;100;;;;;;;;
8376;CARGILL;0;INGREDION;100;;;;;;;;
8377;CARGILL;0;;;;;;;;;;
8378;CARGILL;0;INGREDION;100;;;;;;;;
8379;CARGILL;0;;;;;;;;;;
8381;CARGILL;0;;;;;;;;;;
8382;CARGILL;0;;;;;;;;;;
8383;CARGILL;0;;;;;;;;;;
8384;CARGILL;0;;;;;;;;;;
8385;CARGILL;0;;;;;;;;;;
8387;CARGILL;0;;;;;;;;;;
8388;CARGILL;0;;;;;;;;;;
8389;CARGILL;0;;;;;;;;;;
8390;CARGILL;0;;;;;;;;;;
8391;CARGILL;0;;;;;;;;;;
8392;CARGILL;0;;;;;;;;;;
8393;CARGILL;0;;;;;;;;;;
8395;CARGILL;0;;;;;;;;;;
8396;CARGILL;0;;;;;;;;;;
8400;CARGILL;0;INGREDION;100;;;;;;;;
8402;CARGILL;100;TATE & LYLE;0;;;;;;;;
8403;CARGILL;100;TATE & LYLE;0;;;;;;;;
8404;CARGILL;0;INGREDION;100;;;;;;;;
8405;CARGILL;0;INGREDION;100;;;;;;;;
8406;CARGILL;0;INGREDION;100;;;;;;;;
8407;CARGILL;0;INGREDION;100;;;;;;;;
8409;CARGILL;0;BARRY CALLEBAUT;100;;;;;;;;
8410;CARGILL;0;;;;;;;;;;
8411;CARGILL;0;BARRY CALLEBAUT;100;;;;;;;;
8412;CARGILL;0;;;;;;;;;;
8413;CARGILL;0;;;;;;;;;;
8416;CARGILL;0;INGREDION;100;;;;;;;;
8418;CARGILL;0;;;;;;;;;;
8419;CARGILL;0;;;;;;;;;;
8420;CARGILL;0;INGREDION;100;;;;;;;;
8421;CARGILL;0;OUTROS;100;;;;;;;;
8422;CARGILL;0;;;;;;;;;;
8423;CARGILL;0;;;;;;;;;;
8424;CARGILL;0;;;;;;;;;;
8425;CARGILL;0;;;;;;;;;;
8426;CARGILL;0;;;;;;;;;;
8427;CARGILL;70;AGROPALMA;30;;;;;;;;
8428;CARGILL;70;AGROPALMA;30;;;;;;;;
8429;CARGILL;50;BUNGE;25;AGROPALMA;25;;;;;;
8430;CARGILL;50;AGROPALMA;50;;;;;;;;
8431;CARGILL;100;;;;;;;;;;
8432;CARGILL;100;;;;;;;;;;
8433;CARGILL;100;;;;;;;;;;
8434;CARGILL;100;;;;;;;;;;
8435;CARGILL;100;OUTROS;0;;;;;;;;
8436;CARGILL;82;AGROPALMA;18;;;;;;;;
8437;CARGILL;100;;;;;;;;;;
8438;CARGILL;100;;;;;;;;;;
8439;CARGILL;100;;;;;;;;;;
8440;CARGILL;0;BUNGE;100;;;;;;;;
8441;CARGILL;100;;;;;;;;;;
8445;CARGILL;0;AGROPALMA;100;;;;;;;;
8446;CARGILL;100;OUTROS;0;;;;;;;;
8447;CARGILL;0;;;;;;;;;;
8448;CARGILL;0;AAK;100;;;;;;;;
8449;CARGILL;0;AAK;100;;;;;;;;
8450;CARGILL;0;OUTROS;100;;;;;;;;
8451;CARGILL;0;AGROPALMA;100;;;;;;;;
8452;CARGILL;0;OUTROS;100;;;;;;;;
